,Body (HTML),Variant Inventory Qty,Variant Grams,Image Src,Status,description,CategoryName,Variant Compare At Price,Variant Price,Option1 Value,Custom Product Type,First,Second,Third,Fourth,Title,added_by,Vendor,Image Alt Text,SEO Title,SEO Description,Published,Variant Inventory Tracker,Tags,Standard Product Type,,Handle
Baby Soft Pillow Perfect for Infants Takes Head shape,"<ul>
	<li>Baby soft pillows perfect for newborns to one year olds ðŸ¥°</li>
	<li>Takes the shape of the baby&#39;s head for comfort</li>
	<li>Pillow stuffing: cotton fiber</li>
	<li>Cute colors and patterns</li>
	<li>Colors in the photo might differ due to the lighting</li>
</ul>_<div></div>",20,0.2,https://static-01.daraz.com.np/p/32dacab7b0a4c23cc4891507d6c3f6c1.jpg,active,<div></div>,"Mother & Baby / Nursery / Mattresses & Bedding / Pillows, Protector & Cases",750,520,,Mother & Baby ,Mother & Baby , Nursery , Mattresses & Bedding ," Pillows, Protector & Cases",Baby Soft Pillow Perfect for Infants Takes Head shape,seller,A&A readymade,Baby Soft Pillow Perfect for Infants Takes Head shape price in Nepal,Baby Soft Pillow Perfect for Infants Takes Head shape price in Nepal,"<ul>
	<li>Baby soft pillows perfect for newborns to one year olds ðŸ¥°</li>
	<li>Takes the shape of the baby&#39;s head for comfort</li>
	<li>Pillow stuffing: cotton fiber</li>
	<li>Cute colors and patterns</li>
	<li>Colors in the photo might differ due to the lighting</li>
</ul>",TRUE,shopify,"Mother & Baby , Nursery , Mattresses & Bedding , Pillows, Protector & Cases",,49048,Baby Soft Pillow Perfect for Infants Takes Head shape49048
Baby Soft Pillow Perfect for Infants Takes Head shape,"<ul>
	<li>Baby soft pillows perfect for newborns to one year olds ðŸ¥°</li>
	<li>Takes the shape of the baby&#39;s head for comfort</li>
	<li>Pillow stuffing: cotton fiber</li>
	<li>Cute colors and patterns</li>
	<li>Colors in the photo might differ due to the lighting</li>
</ul>_<div></div>",20,0.2,https://static-01.daraz.com.np/p/884dbb1aeb1e324c4801cc46fa5a49e2.jpg,active,<div></div>,"Mother & Baby / Nursery / Mattresses & Bedding / Pillows, Protector & Cases",750,520,,Mother & Baby ,Mother & Baby , Nursery , Mattresses & Bedding ," Pillows, Protector & Cases",Baby Soft Pillow Perfect for Infants Takes Head shape,seller,A&A readymade,Baby Soft Pillow Perfect for Infants Takes Head shape price in Nepal,Baby Soft Pillow Perfect for Infants Takes Head shape price in Nepal,"<ul>
	<li>Baby soft pillows perfect for newborns to one year olds ðŸ¥°</li>
	<li>Takes the shape of the baby&#39;s head for comfort</li>
	<li>Pillow stuffing: cotton fiber</li>
	<li>Cute colors and patterns</li>
	<li>Colors in the photo might differ due to the lighting</li>
</ul>",TRUE,shopify,"Mother & Baby , Nursery , Mattresses & Bedding , Pillows, Protector & Cases",,49049,Baby Soft Pillow Perfect for Infants Takes Head shape49049
Baby Soft Pillow Perfect for Infants Takes Head shape,"<ul>
	<li>Baby soft pillows perfect for newborns to one year olds ðŸ¥°</li>
	<li>Takes the shape of the baby&#39;s head for comfort</li>
	<li>Pillow stuffing: cotton fiber</li>
	<li>Cute colors and patterns</li>
	<li>Colors in the photo might differ due to the lighting</li>
</ul>_<div></div>",19,0.2,https://static-01.daraz.com.np/p/516f8e3e7405680247cc4a6c52b1a77c.jpg,active,<div></div>,"Mother & Baby / Nursery / Mattresses & Bedding / Pillows, Protector & Cases",752,520,,Mother & Baby ,Mother & Baby , Nursery , Mattresses & Bedding ," Pillows, Protector & Cases",Baby Soft Pillow Perfect for Infants Takes Head shape,seller,A&A readymade,Baby Soft Pillow Perfect for Infants Takes Head shape price in Nepal,Baby Soft Pillow Perfect for Infants Takes Head shape price in Nepal,"<ul>
	<li>Baby soft pillows perfect for newborns to one year olds ðŸ¥°</li>
	<li>Takes the shape of the baby&#39;s head for comfort</li>
	<li>Pillow stuffing: cotton fiber</li>
	<li>Cute colors and patterns</li>
	<li>Colors in the photo might differ due to the lighting</li>
</ul>",TRUE,shopify,"Mother & Baby , Nursery , Mattresses & Bedding , Pillows, Protector & Cases",,49050,Baby Soft Pillow Perfect for Infants Takes Head shape49050
Baby Cartoon Waterproof Bed Pad Urine Mats Medium Size,"<ul>
	<li>Adorable Pattern - Cutebaby Baby changing pad portable waterproof bed pad , The surface is printed with cute cars or star patterns, updates your space with children&rsquo;s happiness to infuse your baby with curiosity and exploration. Non-slip backing is non skid, keeps your pad from bunching up and slipping around. The premium material are all made of natural organic materials, BPA free, vinyl (PVC) free, no smell, non-toxic, and skin-friendly.</li>
	<li>Oversized Design - Easily fits most baby crib and mattress protector allows your baby to sleep peacefully with plenty of room to move.They can be used in the bassinet, cradle, a changing cover, work great as overnight incontinence protection, pet bed pads, kid potty training pads and wheelchair protectors, It folds up nice and easy to bring in your diaper bag for comfy travel changes, which is great for diaper changes both for travel and at home.</li>
	<li>Waterproof &amp; Breathable - Waterproof Mattress Protector crafted from super soft cotton surface, waterproof TPU in the middle and Non-slip on the back, which can be effectively prevent liquid penetration to completely protects sheets. non-slip backing, won&rsquo;t bunch up or create an uneven bed surface, your baby will hardly notice it&rsquo;s there.</li>
	<li>Machine Washable &amp; Multiple Uses - Durable lock stitching deter fraying and leaks for long-lasting durability. Non-slip, non-shrinking and no thought required: simply throw the pad in the wash, tumble dry, and put it back on the bed. It is also ideal for patients, elderly and pets in case of accidents, incontinence, perspiration, spills and stains.</li>
	<li>Perfect Baby Gift&nbsp;Set &ndash;&nbsp;Do you need a trendy baby shower gift, festival&nbsp;present or just one for your own baby? This adorable changing pad is the perfect gift for any modern and trendy Mama and her sweet baby, Stylish, functional and versatile, these sturdy changing pad can also be used for Adults and Pets Potty Training Mat,&nbsp;Give with love and confidence!</li>
	<li>Size: M</li>
	<li>Comes in random color printed patterns (blue, pink, white, green, yellow)</li>
</ul>",98,0.2,https://static-01.daraz.com.np/p/95cfcbff8b902f9ba5d2f94080f0b218.jpg,active,,"Mother & Baby / Diapering & Potty / Changing Tables, Pads & Kits / Pads & Covers",550,450,,Mother & Baby ,Mother & Baby , Diapering & Potty ," Changing Tables, Pads & Kits ", Pads & Covers,Baby Cartoon Waterproof Bed Pad Urine Mats Medium Size,seller,A&A readymade,Baby Cartoon Waterproof Bed Pad Urine Mats Medium Size price in Nepal,Baby Cartoon Waterproof Bed Pad Urine Mats Medium Size price in Nepal,"<ul>
	<li>Adorable Pattern - Cutebaby Baby changing pad portable waterproof bed pad , The surface is printed with cute cars or star patterns, updates your space with children&rsquo;s happiness to infuse your baby with curiosity and exploration. Non-slip backing is non skid, keeps your pad from bunching up and slipping around. The premium material are all made of natural organic materials, BPA free, vinyl (PVC) free, no smell, non-toxic, and skin-friendly.</li>
	<li>Oversized Design - Easily fits most baby crib and mattress protector allows your baby to sleep peacefully with plenty of room to move.They can be used in the bassinet, cradle, a changing cover, work great as overnight incontinence protection, pet bed pads, kid potty training pads and wheelchair protectors, It folds up nice and easy to bring in your diaper bag for comfy travel changes, which is great for diaper changes both for travel and at home.</li>
	<li>Waterproof &amp; Breathable - Waterproof Mattress Protector crafted from super soft cotton surface, waterproof TPU in the middle and Non-slip on the back, which can be effectively prevent liquid penetration to completely protects sheets. non-slip backing, won&rsquo;t bunch up or create an uneven bed surface, your baby will hardly notice it&rsquo;s there.</li>
	<li>Machine Washable &amp; Multiple Uses - Durable lock stitching deter fraying and leaks for long-lasting durability. Non-slip, non-shrinking and no thought required: simply throw the pad in the wash, tumble dry, and put it back on the bed. It is also ideal for patients, elderly and pets in case of accidents, incontinence, perspiration, spills and stains.</li>
	<li>Perfect Baby Gift&nbsp;Set &ndash;&nbsp;Do you need a trendy baby shower gift, festival&nbsp;present or just one for your own baby? This adorable changing pad is the perfect gift for any modern and trendy Mama and her sweet baby, Stylish, functional and versatile, these sturdy changing pad can also be used for Adults and Pets Potty Training Mat,&nbsp;Give with love and confidence!</li>
	<li>Size: M</li>
	<li>Comes in random color printed patterns (blue, pink, white, green, yellow)</li>
</ul>",TRUE,shopify,"Mother & Baby , Diapering & Potty , Changing Tables, Pads & Kits , Pads & Covers",,49051,Baby Cartoon Waterproof Bed Pad Urine Mats Medium Size49051
Baby Cartoon Waterproof Bed Pad Urine Mats Size XL,"<ul>
	<li>Adorable Pattern - Cutebaby Baby changing pad portable waterproof bed pad , The surface is printed with cute cars or star patterns, updates your space with children&rsquo;s happiness to infuse your baby with curiosity and exploration. Non-slip backing is non skid, keeps your pad from bunching up and slipping around. The premium material are all made of natural organic materials, BPA free, vinyl (PVC) free, no smell, non-toxic, and skin-friendly.</li>
	<li>Oversized Design - Easily fits most baby crib and mattress protector allows your baby to sleep peacefully with plenty of room to move.They can be used in the bassinet, cradle, a changing cover, work great as overnight incontinence protection, pet bed pads, kid potty training pads and wheelchair protectors, It folds up nice and easy to bring in your diaper bag for comfy travel changes, which is great for diaper changes both for travel and at home.</li>
	<li>Waterproof &amp; Breathable - Waterproof Mattress Protector crafted from super soft cotton surface, waterproof TPU in the middle and Non-slip on the back, which can be effectively prevent liquid penetration to completely protects sheets. non-slip backing, won&rsquo;t bunch up or create an uneven bed surface, your baby will hardly notice it&rsquo;s there.</li>
	<li>Machine Washable &amp; Multiple Uses - Durable lock stitching deter fraying and leaks for long-lasting durability. Non-slip, non-shrinking and no thought required: simply throw the pad in the wash, tumble dry, and put it back on the bed. It is also ideal for patients, elderly and pets in case of accidents, incontinence, perspiration, spills and stains.</li>
	<li>Perfect Baby Gift&nbsp;Set &ndash;&nbsp;Do you need a trendy baby shower gift, festival&nbsp;present or just one for your own baby? This adorable changing pad is the perfect gift for any modern and trendy Mama and her sweet baby, Stylish, functional and versatile, these sturdy changing pad can also be used for Adults and Pets Potty Training Mat,&nbsp;Give with love and confidence!</li>
	<li>Size: Extra Large</li>
	<li>Comes in random color printed patterns (blue, pink, yellow, green, white)</li>
</ul>",100,0.3,https://static-01.daraz.com.np/p/95cfcbff8b902f9ba5d2f94080f0b218.jpg,active,,"Mother & Baby / Diapering & Potty / Changing Tables, Pads & Kits / Pads & Covers",750,625,,Mother & Baby ,Mother & Baby , Diapering & Potty ," Changing Tables, Pads & Kits ", Pads & Covers,Baby Cartoon Waterproof Bed Pad Urine Mats Size XL,seller,A&A readymade,Baby Cartoon Waterproof Bed Pad Urine Mats Size XL price in Nepal,Baby Cartoon Waterproof Bed Pad Urine Mats Size XL price in Nepal,"<ul>
	<li>Adorable Pattern - Cutebaby Baby changing pad portable waterproof bed pad , The surface is printed with cute cars or star patterns, updates your space with children&rsquo;s happiness to infuse your baby with curiosity and exploration. Non-slip backing is non skid, keeps your pad from bunching up and slipping around. The premium material are all made of natural organic materials, BPA free, vinyl (PVC) free, no smell, non-toxic, and skin-friendly.</li>
	<li>Oversized Design - Easily fits most baby crib and mattress protector allows your baby to sleep peacefully with plenty of room to move.They can be used in the bassinet, cradle, a changing cover, work great as overnight incontinence protection, pet bed pads, kid potty training pads and wheelchair protectors, It folds up nice and easy to bring in your diaper bag for comfy travel changes, which is great for diaper changes both for travel and at home.</li>
	<li>Waterproof &amp; Breathable - Waterproof Mattress Protector crafted from super soft cotton surface, waterproof TPU in the middle and Non-slip on the back, which can be effectively prevent liquid penetration to completely protects sheets. non-slip backing, won&rsquo;t bunch up or create an uneven bed surface, your baby will hardly notice it&rsquo;s there.</li>
	<li>Machine Washable &amp; Multiple Uses - Durable lock stitching deter fraying and leaks for long-lasting durability. Non-slip, non-shrinking and no thought required: simply throw the pad in the wash, tumble dry, and put it back on the bed. It is also ideal for patients, elderly and pets in case of accidents, incontinence, perspiration, spills and stains.</li>
	<li>Perfect Baby Gift&nbsp;Set &ndash;&nbsp;Do you need a trendy baby shower gift, festival&nbsp;present or just one for your own baby? This adorable changing pad is the perfect gift for any modern and trendy Mama and her sweet baby, Stylish, functional and versatile, these sturdy changing pad can also be used for Adults and Pets Potty Training Mat,&nbsp;Give with love and confidence!</li>
	<li>Size: Extra Large</li>
	<li>Comes in random color printed patterns (blue, pink, yellow, green, white)</li>
</ul>",TRUE,shopify,"Mother & Baby , Diapering & Potty , Changing Tables, Pads & Kits , Pads & Covers",,49052,Baby Cartoon Waterproof Bed Pad Urine Mats Size XL49052
Baby Cartoon Waterproof Bed Pad Urine Mats Size Large,"<ul>
	<li>Adorable Pattern - Cutebaby Baby changing pad portable waterproof bed pad , The surface is printed with cute cars or star patterns, updates your space with children&rsquo;s happiness to infuse your baby with curiosity and exploration. Non-slip backing is non skid, keeps your pad from bunching up and slipping around. The premium material are all made of natural organic materials, BPA free, vinyl (PVC) free, no smell, non-toxic, and skin-friendly.</li>
	<li>Oversized Design - Easily fits most baby crib and mattress protector allows your baby to sleep peacefully with plenty of room to move.They can be used in the bassinet, cradle, a changing cover, work great as overnight incontinence protection, pet bed pads, kid potty training pads and wheelchair protectors, It folds up nice and easy to bring in your diaper bag for comfy travel changes, which is great for diaper changes both for travel and at home.</li>
	<li>Waterproof &amp; Breathable - Waterproof Mattress Protector crafted from super soft cotton surface, waterproof TPU in the middle and Non-slip on the back, which can be effectively prevent liquid penetration to completely protects sheets. non-slip backing, won&rsquo;t bunch up or create an uneven bed surface, your baby will hardly notice it&rsquo;s there.</li>
	<li>Machine Washable &amp; Multiple Uses - Durable lock stitching deter fraying and leaks for long-lasting durability. Non-slip, non-shrinking and no thought required: simply throw the pad in the wash, tumble dry, and put it back on the bed. It is also ideal for patients, elderly and pets in case of accidents, incontinence, perspiration, spills and stains.</li>
	<li>Perfect Baby Gift&nbsp;Set &ndash;&nbsp;Do you need a trendy baby shower gift, festival&nbsp;present or just one for your own baby? This adorable changing pad is the perfect gift for any modern and trendy Mama and her sweet baby, Stylish, functional and versatile, these sturdy changing pad can also be used for Adults and Pets Potty Training Mat,&nbsp;Give with love and confidence!</li>
	<li>Size: Large</li>
	<li>Comes in random color printed patterns (blue, pink, yellow, green, white)</li>
</ul>",96,0.2,https://static-01.daraz.com.np/p/95cfcbff8b902f9ba5d2f94080f0b218.jpg,active,,"Mother & Baby / Diapering & Potty / Changing Tables, Pads & Kits / Pads & Covers",650,575,,Mother & Baby ,Mother & Baby , Diapering & Potty ," Changing Tables, Pads & Kits ", Pads & Covers,Baby Cartoon Waterproof Bed Pad Urine Mats Size Large,seller,A&A readymade,Baby Cartoon Waterproof Bed Pad Urine Mats Size Large price in Nepal,Baby Cartoon Waterproof Bed Pad Urine Mats Size Large price in Nepal,"<ul>
	<li>Adorable Pattern - Cutebaby Baby changing pad portable waterproof bed pad , The surface is printed with cute cars or star patterns, updates your space with children&rsquo;s happiness to infuse your baby with curiosity and exploration. Non-slip backing is non skid, keeps your pad from bunching up and slipping around. The premium material are all made of natural organic materials, BPA free, vinyl (PVC) free, no smell, non-toxic, and skin-friendly.</li>
	<li>Oversized Design - Easily fits most baby crib and mattress protector allows your baby to sleep peacefully with plenty of room to move.They can be used in the bassinet, cradle, a changing cover, work great as overnight incontinence protection, pet bed pads, kid potty training pads and wheelchair protectors, It folds up nice and easy to bring in your diaper bag for comfy travel changes, which is great for diaper changes both for travel and at home.</li>
	<li>Waterproof &amp; Breathable - Waterproof Mattress Protector crafted from super soft cotton surface, waterproof TPU in the middle and Non-slip on the back, which can be effectively prevent liquid penetration to completely protects sheets. non-slip backing, won&rsquo;t bunch up or create an uneven bed surface, your baby will hardly notice it&rsquo;s there.</li>
	<li>Machine Washable &amp; Multiple Uses - Durable lock stitching deter fraying and leaks for long-lasting durability. Non-slip, non-shrinking and no thought required: simply throw the pad in the wash, tumble dry, and put it back on the bed. It is also ideal for patients, elderly and pets in case of accidents, incontinence, perspiration, spills and stains.</li>
	<li>Perfect Baby Gift&nbsp;Set &ndash;&nbsp;Do you need a trendy baby shower gift, festival&nbsp;present or just one for your own baby? This adorable changing pad is the perfect gift for any modern and trendy Mama and her sweet baby, Stylish, functional and versatile, these sturdy changing pad can also be used for Adults and Pets Potty Training Mat,&nbsp;Give with love and confidence!</li>
	<li>Size: Large</li>
	<li>Comes in random color printed patterns (blue, pink, yellow, green, white)</li>
</ul>",TRUE,shopify,"Mother & Baby , Diapering & Potty , Changing Tables, Pads & Kits , Pads & Covers",,49053,Baby Cartoon Waterproof Bed Pad Urine Mats Size Large49053
Baby Cartoon Waterproof Bed Pad Urine Mats Small Size,"<ul>
	<li>Adorable Pattern - Cutebaby Baby changing pad portable waterproof bed pad , The surface is printed with cute cars or star patterns, updates your space with children&rsquo;s happiness to infuse your baby with curiosity and exploration. Non-slip backing is non skid, keeps your pad from bunching up and slipping around. The premium material are all made of natural organic materials, BPA free, vinyl (PVC) free, no smell, non-toxic, and skin-friendly.</li>
	<li>Oversized Design - Easily fits most baby crib and mattress protector allows your baby to sleep peacefully with plenty of room to move.They can be used in the bassinet, cradle, a changing cover, work great as overnight incontinence protection, pet bed pads, kid potty training pads and wheelchair protectors, It folds up nice and easy to bring in your diaper bag for comfy travel changes, which is great for diaper changes both for travel and at home.</li>
	<li>Waterproof &amp; Breathable - Waterproof Mattress Protector crafted from super soft cotton surface, waterproof TPU in the middle and Non-slip on the back, which can be effectively prevent liquid penetration to completely protects sheets. non-slip backing, won&rsquo;t bunch up or create an uneven bed surface, your baby will hardly notice it&rsquo;s there.</li>
	<li>Machine Washable &amp; Multiple Uses - Durable lock stitching deter fraying and leaks for long-lasting durability. Non-slip, non-shrinking and no thought required: simply throw the pad in the wash, tumble dry, and put it back on the bed. It is also ideal for patients, elderly and pets in case of accidents, incontinence, perspiration, spills and stains.</li>
	<li>Perfect Baby Gift&nbsp;Set &ndash;&nbsp;Do you need a trendy baby shower gift, festival&nbsp;present or just one for your own baby? This adorable changing pad is the perfect gift for any modern and trendy Mama and her sweet baby, Stylish, functional and versatile, these sturdy changing pad can also be used for Adults and Pets Potty Training Mat,&nbsp;Give with love and confidence!</li>
	<li>Size: S</li>
	<li>Comes in random color printed patterns</li>
</ul>",50,0.2,https://static-01.daraz.com.np/p/02edec7733b9b77e1e418fdb15f6c12a.jpg,active,,Mother & Baby / Diapering & Potty / Cloth Diapers & Accessories / Covers,450,375,,Mother & Baby ,Mother & Baby , Diapering & Potty , Cloth Diapers & Accessories , Covers,Baby Cartoon Waterproof Bed Pad Urine Mats Small Size,seller,A&A readymade,Baby Cartoon Waterproof Bed Pad Urine Mats Small Size price in Nepal,Baby Cartoon Waterproof Bed Pad Urine Mats Small Size price in Nepal,"<ul>
	<li>Adorable Pattern - Cutebaby Baby changing pad portable waterproof bed pad , The surface is printed with cute cars or star patterns, updates your space with children&rsquo;s happiness to infuse your baby with curiosity and exploration. Non-slip backing is non skid, keeps your pad from bunching up and slipping around. The premium material are all made of natural organic materials, BPA free, vinyl (PVC) free, no smell, non-toxic, and skin-friendly.</li>
	<li>Oversized Design - Easily fits most baby crib and mattress protector allows your baby to sleep peacefully with plenty of room to move.They can be used in the bassinet, cradle, a changing cover, work great as overnight incontinence protection, pet bed pads, kid potty training pads and wheelchair protectors, It folds up nice and easy to bring in your diaper bag for comfy travel changes, which is great for diaper changes both for travel and at home.</li>
	<li>Waterproof &amp; Breathable - Waterproof Mattress Protector crafted from super soft cotton surface, waterproof TPU in the middle and Non-slip on the back, which can be effectively prevent liquid penetration to completely protects sheets. non-slip backing, won&rsquo;t bunch up or create an uneven bed surface, your baby will hardly notice it&rsquo;s there.</li>
	<li>Machine Washable &amp; Multiple Uses - Durable lock stitching deter fraying and leaks for long-lasting durability. Non-slip, non-shrinking and no thought required: simply throw the pad in the wash, tumble dry, and put it back on the bed. It is also ideal for patients, elderly and pets in case of accidents, incontinence, perspiration, spills and stains.</li>
	<li>Perfect Baby Gift&nbsp;Set &ndash;&nbsp;Do you need a trendy baby shower gift, festival&nbsp;present or just one for your own baby? This adorable changing pad is the perfect gift for any modern and trendy Mama and her sweet baby, Stylish, functional and versatile, these sturdy changing pad can also be used for Adults and Pets Potty Training Mat,&nbsp;Give with love and confidence!</li>
	<li>Size: S</li>
	<li>Comes in random color printed patterns</li>
</ul>",TRUE,shopify,"Mother & Baby , Diapering & Potty , Cloth Diapers & Accessories , Covers",,49054,Baby Cartoon Waterproof Bed Pad Urine Mats Small Size49054
